id,title,budget,revenue,runtime,release_date,release_year,release_month,release_quarter,release_weekday,popularity,vote_average,vote_count,original_language,production_company,director,cast_names,cast_size,genres,primary_genre,is_demo,status
1452,Superman Returns,270000000,391081192,154.0,2006-06-28,2006.0,6.0,2,2.0,57.925623,5.4,1400,en,DC Comics,Bryan Singer,"[""Brandon Routh"", ""Kevin Spacey"", ""Kate Bosworth"", ""James Marsden"", ""Parker Posey"", ""Frank Langella"", ""Sam Huntington"", ""Eva Marie Saint"", ""Marlon Brando"", ""Kal Penn""]",10,"[""Adventure"", ""Fantasy"", ""Action"", ""Science Fiction""]",Adventure,0,Released
10764,Quantum of Solace,200000000,586090727,106.0,2008-10-30,2008.0,10.0,4,3.0,107.928811,6.1,2965,en,Eon Productions,Marc Forster,"[""Daniel Craig"", ""Olga Kurylenko"", ""Mathieu Amalric"", ""Judi Dench"", ""Giancarlo Giannini"", ""Gemma Arterton"", ""Jeffrey Wright"", ""David Harbour"", ""Jesper Christensen"", ""Anatole Taubman""]",10,"[""Adventure"", ""Action"", ""Thriller"", ""Crime""]",Adventure,0,Released
58,Pirates of the Caribbean: Dead Man's Chest,200000000,1065659812,151.0,2006-06-20,2006.0,6.0,2,1.0,145.847379,7.0,5246,en,Walt Disney Pictures,Gore Verbinski,"[""Johnny Depp"", ""Orlando Bloom"", ""Keira Knightley"", ""Stellan Skarsg\u00e5rd"", ""Bill Nighy"", ""Jack Davenport"", ""Kevin McNally"", ""Jonathan Pryce"", ""Lee Arenberg"", ""Mackenzie Crook""]",10,"[""Adventure"", ""Fantasy"", ""Action""]",Adventure,0,Released
57201,The Lone Ranger,255000000,89289910,149.0,2013-07-03,2013.0,7.0,3,2.0,49.046956,5.9,2311,en,Walt Disney Pictures,Gore Verbinski,"[""Johnny Depp"", ""Armie Hammer"", ""William Fichtner"", ""Helena Bonham Carter"", ""James Badge Dale"", ""Tom Wilkinson"", ""Ruth Wilson"", ""Barry Pepper"", ""James Frain"", ""Mason Cook""]",10,"[""Action"", ""Adventure"", ""Western""]",Action,0,Released
49521,Man of Steel,225000000,662845518,143.0,2013-06-12,2013.0,6.0,2,2.0,99.398009,6.5,6359,en,Legendary Pictures,Zack Snyder,"[""Henry Cavill"", ""Amy Adams"", ""Michael Shannon"", ""Kevin Costner"", ""Diane Lane"", ""Russell Crowe"", ""Laurence Fishburne"", ""Antje Traue"", ""Christopher Meloni"", ""Jadin Gould""]",10,"[""Action"", ""Adventure"", ""Fantasy"", ""Science Fiction""]",Action,0,Released
2454,The Chronicles of Narnia: Prince Caspian,225000000,419651413,150.0,2008-05-15,2008.0,5.0,2,3.0,53.978602,6.3,1630,en,Walt Disney,Andrew Adamson,"[""Ben Barnes"", ""William Moseley"", ""Anna Popplewell"", ""Skandar Keynes"", ""Georgie Henley"", ""Sergio Castellitto"", ""Alicia Borrachero"", ""Peter Dinklage"", ""Warwick Davis"", ""Vincent Grass""]",10,"[""Adventure"", ""Family"", ""Fantasy""]",Adventure,0,Released
24428,The Avengers,220000000,1519557910,143.0,2012-04-25,2012.0,4.0,2,2.0,144.448633,7.4,11776,en,Paramount Pictures,Joss Whedon,"[""Robert Downey Jr."", ""Chris Evans"", ""Mark Ruffalo"", ""Chris Hemsworth"", ""Scarlett Johansson"", ""Jeremy Renner"", ""Tom Hiddleston"", ""Clark Gregg"", ""Cobie Smulders"", ""Stellan Skarsg\u00e5rd""]",10,"[""Science Fiction"", ""Action"", ""Adventure""]",Science Fiction,0,Released
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,136.0,2011-05-14,2011.0,5.0,2,5.0,135.413856,6.4,4948,en,Walt Disney Pictures,Rob Marshall,"[""Johnny Depp"", ""Pen\u00e9lope Cruz"", ""Ian McShane"", ""Kevin McNally"", ""Geoffrey Rush"", ""Sam Claflin"", ""Astrid Berg\u00e8s-Frisbey"", ""Stephen Graham"", ""Greg Ellis"", ""Damian O'Hare""]",10,"[""Adventure"", ""Action"", ""Fantasy""]",Adventure,0,Released
41154,Men in Black 3,225000000,624026776,106.0,2012-05-23,2012.0,5.0,2,2.0,52.035179,6.2,4160,en,Amblin Entertainment,Barry Sonnenfeld,"[""Will Smith"", ""Tommy Lee Jones"", ""Josh Brolin"", ""Michael Stuhlbarg"", ""Emma Thompson"", ""Jemaine Clement"", ""Nicole Scherzinger"", ""Alice Eve"", ""Bill Hader"", ""Michael Chernus""]",10,"[""Action"", ""Comedy"", ""Science Fiction""]",Action,0,Released
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,144.0,2014-12-10,2014.0,12.0,4,2.0,120.965743,7.1,4760,en,WingNut Films,Peter Jackson,"[""Martin Freeman"", ""Ian McKellen"", ""Richard Armitage"", ""Ken Stott"", ""Graham McTavish"", ""William Kircher"", ""James Nesbitt"", ""Stephen Hunter"", ""Dean O'Gorman"", ""Aidan Turner""]",10,"[""Action"", ""Adventure"", ""Fantasy""]",Action,0,Released
1930,The Amazing Spider-Man,215000000,752215857,136.0,2012-06-27,2012.0,6.0,2,2.0,89.866276,6.5,6586,en,Columbia Pictures,Marc Webb,"[""Andrew Garfield"", ""Emma Stone"", ""Rhys Ifans"", ""Denis Leary"", ""Campbell Scott"", ""Irrfan Khan"", ""Martin Sheen"", ""Sally Field"", ""Max Charles"", ""Chris Zylka""]",10,"[""Action"", ""Adventure"", ""Fantasy""]",Action,0,Released
20662,Robin Hood,200000000,310669540,140.0,2010-05-12,2010.0,5.0,2,2.0,37.668301,6.2,1398,en,Imagine Entertainment,Ridley Scott,"[""Russell Crowe"", ""Cate Blanchett"", ""Max von Sydow"", ""William Hurt"", ""Mark Strong"", ""Oscar Isaac"", ""Danny Huston"", ""Eileen Atkins"", ""Mark Addy"", ""Matthew Macfadyen""]",10,"[""Action"", ""Adventure""]",Action,0,Released
57158,The Hobbit: The Desolation of Smaug,250000000,958400000,161.0,2013-12-11,2013.0,12.0,4,2.0,94.370564,7.6,4524,en,WingNut Films,Peter Jackson,"[""Martin Freeman"", ""Ian McKellen"", ""Richard Armitage"", ""Ken Stott"", ""Graham McTavish"", ""William Kircher"", ""James Nesbitt"", ""Stephen Hunter"", ""Dean O'Gorman"", ""Aidan Turner""]",10,"[""Adventure"", ""Fantasy""]",Adventure,0,Released
2268,The Golden Compass,180000000,372234864,113.0,2007-12-04,2007.0,12.0,4,1.0,42.990906,5.8,1303,en,New Line Cinema,Chris Weitz,"[""Dakota Blue Richards"", ""Nicole Kidman"", ""Daniel Craig"", ""Sam Elliott"", ""Eva Green"", ""Freddie Highmore"", ""Ian McKellen"", ""Ben Walker"", ""Ian McShane"", ""Kristin Scott Thomas""]",10,"[""Adventure"", ""Fantasy""]",Adventure,0,Released
254,King Kong,207000000,550000000,187.0,2005-12-14,2005.0,12.0,4,2.0,61.22601,6.6,2337,en,WingNut Films,Peter Jackson,"[""Naomi Watts"", ""Jack Black"", ""Adrien Brody"", ""Thomas Kretschmann"", ""Colin Hanks"", ""Andy Serkis"", ""Evan Parke"", ""Jamie Bell"", ""Lobo Chan"", ""John Sumner""]",10,"[""Adventure"", ""Drama"", ""Action""]",Adventure,0,Released
597,Titanic,200000000,1845034188,194.0,1997-11-18,1997.0,11.0,4,1.0,100.025899,7.5,7562,en,Paramount Pictures,James Cameron,"[""Kate Winslet"", ""Leonardo DiCaprio"", ""Frances Fisher"", ""Billy Zane"", ""Kathy Bates"", ""Gloria Stuart"", ""Bill Paxton"", ""Bernard Hill"", ""David Warner"", ""Victor Garber""]",10,"[""Drama"", ""Romance"", ""Thriller""]",Drama,0,Released
271110,Captain America: Civil War,250000000,1153304495,147.0,2016-04-27,2016.0,4.0,2,2.0,198.372395,7.1,7241,en,Studio Babelsberg,Anthony Russo,"[""Chris Evans"", ""Robert Downey Jr."", ""Scarlett Johansson"", ""Sebastian Stan"", ""Anthony Mackie"", ""Don Cheadle"", ""Jeremy Renner"", ""Chadwick Boseman"", ""Paul Bettany"", ""Elizabeth Olsen""]",10,"[""Adventure"", ""Action"", ""Science Fiction""]",Adventure,0,Released
44833,Battleship,209000000,303025485,131.0,2012-04-11,2012.0,4.0,2,2.0,64.928382,5.5,2114,en,Universal Pictures,Peter Berg,"[""Taylor Kitsch"", ""Alexander Skarsg\u00e5rd"", ""Rihanna"", ""Brooklyn Decker"", ""Tadanobu Asano"", ""Liam Neeson"", ""Gregory D. Gadson"", ""Hamish Linklater"", ""Jesse Plemons"", ""John Tui""]",10,"[""Thriller"", ""Action"", ""Adventure"", ""Science Fiction""]",Thriller,0,Released
135397,Jurassic World,150000000,1513528810,124.0,2015-06-09,2015.0,6.0,2,1.0,418.708552,6.5,8662,en,Universal Studios,Colin Trevorrow,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Irrfan Khan"", ""Vincent D'Onofrio"", ""Nick Robinson"", ""Ty Simpkins"", ""Jake Johnson"", ""Omar Sy"", ""BD Wong"", ""Judy Greer""]",10,"[""Action"", ""Adventure"", ""Science Fiction"", ""Thriller""]",Action,0,Released
37724,Skyfall,200000000,1108561013,143.0,2012-10-25,2012.0,10.0,4,3.0,93.004993,6.9,7604,en,Columbia Pictures,Sam Mendes,"[""Daniel Craig"", ""Judi Dench"", ""Javier Bardem"", ""Ralph Fiennes"", ""Naomie Harris"", ""B\u00e9r\u00e9nice Marlohe"", ""Albert Finney"", ""Ben Whishaw"", ""Rory Kinnear"", ""Ola Rapace""]",10,"[""Action"", ""Adventure"", ""Thriller""]",Action,0,Released
558,Spider-Man 2,200000000,783766341,127.0,2004-06-25,2004.0,6.0,2,4.0,35.149586,6.7,4321,en,Columbia Pictures,Sam Raimi,"[""Tobey Maguire"", ""Kirsten Dunst"", ""James Franco"", ""Alfred Molina"", ""Rosemary Harris"", ""Donna Murphy"", ""J.K. Simmons"", ""Daniel Gillies"", ""Dylan Baker"", ""Willem Dafoe""]",10,"[""Action"", ""Adventure"", ""Fantasy""]",Action,0,Released
68721,Iron Man 3,200000000,1215439994,130.0,2013-04-18,2013.0,4.0,2,3.0,77.68208,6.8,8806,en,Marvel Studios,Shane Black,"[""Robert Downey Jr."", ""Gwyneth Paltrow"", ""Don Cheadle"", ""Guy Pearce"", ""Rebecca Hall"", ""Jon Favreau"", ""Ben Kingsley"", ""James Badge Dale"", ""Stephanie Szostak"", ""Paul Bettany""]",10,"[""Action"", ""Adventure"", ""Science Fiction""]",Action,0,Released
12155,Alice in Wonderland,200000000,1025491110,108.0,2010-03-03,2010.0,3.0,1,2.0,78.530105,6.4,4645,en,Walt Disney Pictures,Tim Burton,"[""Mia Wasikowska"", ""Johnny Depp"", ""Anne Hathaway"", ""Helena Bonham Carter"", ""Crispin Glover"", ""Marton Csokas"", ""Lindsay Duncan"", ""Matt Lucas"", ""Geraldine James"", ""Tim Pigott-Smith""]",10,"[""Family"", ""Fantasy"", ""Adventure""]",Family,0,Released
36668,X-Men: The Last Stand,210000000,459359555,104.0,2006-05-24,2006.0,5.0,2,2.0,3.857526,6.3,3525,en,Ingenious Film Partners,Brett Ratner,"[""Hugh Jackman"", ""Halle Berry"", ""Ian McKellen"", ""Patrick Stewart"", ""Famke Janssen"", ""Anna Paquin"", ""Kelsey Grammer"", ""Shawn Ashmore"", ""Aaron Stanford"", ""Ellen Page""]",10,"[""Adventure"", ""Action"", ""Science Fiction"", ""Thriller""]",Adventure,0,Released
62211,Monsters University,200000000,743559607,104.0,2013-06-20,2013.0,6.0,2,3.0,89.186492,7.0,3528,en,Walt Disney Pictures,Dan Scanlon,"[""Billy Crystal"", ""John Goodman"", ""Steve Buscemi"", ""Helen Mirren"", ""Noah Johnston"", ""Peter Sohn"", ""Joel Murray"", ""Sean Hayes"", ""Dave Foley"", ""Charlie Day""]",10,"[""Animation"", ""Family""]",Animation,0,Released
8373,Transformers: Revenge of the Fallen,150000000,836297228,150.0,2009-06-19,2009.0,6.0,2,4.0,21.939663,6.0,3138,en,Paramount Pictures,Michael Bay,"[""Shia LaBeouf"", ""Megan Fox"", ""Josh Duhamel"", ""Rainn Wilson"", ""Tyrese Gibson"", ""John Turturro"", ""Kevin Dunn"", ""Julie White"", ""Ram\u00f3n Rodr\u00edguez"", ""Isabel Lucas""]",10,"[""Science Fiction"", ""Action"", ""Adventure""]",Science Fiction,0,Released
91314,Transformers: Age of Extinction,210000000,1091405097,165.0,2014-06-25,2014.0,6.0,2,2.0,116.840296,5.8,3095,en,Paramount Pictures,Michael Bay,"[""Mark Wahlberg"", ""Stanley Tucci"", ""Kelsey Grammer"", ""Nicola Peltz"", ""Jack Reynor"", ""Titus Welliver"", ""Sophia Myles"", ""Li Bingbing"", ""T.J. Miller"", ""James Bachman""]",10,"[""Science Fiction"", ""Action"", ""Adventure""]",Science Fiction,0,Released
68728,Oz: The Great and Powerful,200000000,491868548,130.0,2013-03-07,2013.0,3.0,1,3.0,46.985445,5.7,3530,en,Walt Disney Pictures,Sam Raimi,"[""James Franco"", ""Mila Kunis"", ""Rachel Weisz"", ""Michelle Williams"", ""Zach Braff"", ""Bill Cobbs"", ""Joey King"", ""Tony Cox"", ""Stephen R. Hart"", ""Abigail Spencer""]",10,"[""Fantasy"", ""Adventure"", ""Family""]",Fantasy,0,Released
102382,The Amazing Spider-Man 2,200000000,705717432,142.0,2014-04-16,2014.0,4.0,2,2.0,89.270217,6.5,4179,en,Columbia Pictures,Marc Webb,"[""Andrew Garfield"", ""Emma Stone"", ""Jamie Foxx"", ""Dane DeHaan"", ""Campbell Scott"", ""Embeth Davidtz"", ""Colm Feore"", ""Paul Giamatti"", ""Sally Field"", ""Max Charles""]",10,"[""Action"", ""Adventure"", ""Fantasy""]",Action,0,Released
20526,TRON: Legacy,170000000,400062763,125.0,2010-12-10,2010.0,12.0,4,4.0,73.79505,6.3,2841,en,Walt Disney Pictures,Joseph Kosinski,"[""Garrett Hedlund"", ""Jeff Bridges"", ""Olivia Wilde"", ""Bruce Boxleitner"", ""Yaya DaCosta"", ""Serinda Swan"", ""Beau Garrett"", ""Elizabeth Mathis"", ""James Frain"", ""Amy Esterle""]",10,"[""Adventure"", ""Action"", ""Science Fiction""]",Adventure,0,Released
49013,Cars 2,200000000,559852396,106.0,2011-06-11,2011.0,6.0,2,5.0,49.98659,5.8,2033,en,Walt Disney Pictures,John Lasseter,"[""Owen Wilson"", ""Larry the Cable Guy"", ""Michael Caine"", ""Emily Mortimer"", ""John Turturro"", ""Eddie Izzard"", ""Thomas Kretschmann"", ""Joe Mantegna"", ""Peter Jacobson"", ""Bruce Campbell""]",10,"[""Animation"", ""Family"", ""Adventure"", ""Comedy""]",Animation,0,Released
44912,Green Lantern,200000000,219851172,114.0,2011-06-16,2011.0,6.0,2,3.0,51.872839,5.1,2487,en,De Line Pictures,Martin Campbell,"[""Ryan Reynolds"", ""Blake Lively"", ""Peter Sarsgaard"", ""Tim Robbins"", ""Mark Strong"", ""Temuera Morrison"", ""Jenna Craig"", ""Jon Tenney"", ""Mike Doyle"", ""NicK Jandl""]",10,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]",Adventure,0,Released
10193,Toy Story 3,200000000,1066969703,103.0,2010-06-16,2010.0,6.0,2,2.0,59.995418,7.6,4597,en,Walt Disney Pictures,Lee Unkrich,"[""Tom Hanks"", ""Tim Allen"", ""Ned Beatty"", ""Joan Cusack"", ""Michael Keaton"", ""Whoopi Goldberg"", ""Bonnie Hunt"", ""Wallace Shawn"", ""John Ratzenberger"", ""Don Rickles""]",10,"[""Animation"", ""Family"", ""Comedy""]",Animation,0,Released
534,Terminator Salvation,200000000,371353001,115.0,2009-05-20,2009.0,5.0,2,2.0,71.862892,5.9,2463,en,Columbia Pictures,McG,"[""Christian Bale"", ""Sam Worthington"", ""Anton Yelchin"", ""Moon Bloodgood"", ""Bryce Dallas Howard"", ""Helena Bonham Carter"", ""Common"", ""Roland Kickinger"", ""Michael Ironside"", ""Jane Alexander""]",10,"[""Action"", ""Science Fiction"", ""Thriller""]",Action,0,Released
168259,Furious 7,190000000,1506249360,137.0,2015-04-01,2015.0,4.0,2,2.0,102.322217,7.3,4176,en,Universal Pictures,James Wan,"[""Vin Diesel"", ""Paul Walker"", ""Dwayne Johnson"", ""Michelle Rodriguez"", ""Tyrese Gibson"", ""Ludacris"", ""Jordana Brewster"", ""Djimon Hounsou"", ""Tony Jaa"", ""Ronda Rousey""]",10,"[""Action""]",Action,0,Released
72190,World War Z,200000000,531865000,116.0,2013-06-20,2013.0,6.0,2,3.0,81.834855,6.7,5560,en,Paramount Pictures,Marc Forster,"[""Brad Pitt"", ""Mireille Enos"", ""Abigail Hargrove"", ""Sterling Jerins"", ""James Badge Dale"", ""Elyes Gabel"", ""David Andrews"", ""Daniella Kertesz"", ""Ludi Boeken"", ""Fana Mokoena""]",10,"[""Action"", ""Drama"", ""Horror"", ""Science Fiction"", ""Thriller""]",Action,0,Released
127585,X-Men: Days of Future Past,250000000,747862775,131.0,2014-05-15,2014.0,5.0,2,3.0,118.078691,7.5,6032,en,Twentieth Century Fox Film Corporation,Bryan Singer,"[""Hugh Jackman"", ""James McAvoy"", ""Michael Fassbender"", ""Jennifer Lawrence"", ""Halle Berry"", ""Anna Paquin"", ""Ellen Page"", ""Peter Dinklage"", ""Ian McKellen"", ""Patrick Stewart""]",10,"[""Action"", ""Adventure"", ""Fantasy"", ""Science Fiction""]",Action,0,Released
54138,Star Trek Into Darkness,190000000,467365246,132.0,2013-05-05,2013.0,5.0,2,6.0,78.291018,7.4,4418,en,Paramount Pictures,J.J. Abrams,"[""Chris Pine"", ""Zachary Quinto"", ""Zoe Saldana"", ""Karl Urban"", ""Simon Pegg"", ""John Cho"", ""Benedict Cumberbatch"", ""Anton Yelchin"", ""Bruce Greenwood"", ""Peter Weller""]",10,"[""Action"", ""Adventure"", ""Science Fiction""]",Action,0,Released
81005,Jack the Giant Slayer,195000000,197687603,114.0,2013-02-27,2013.0,2.0,1,2.0,43.349855,5.5,2598,en,New Line Cinema,Bryan Singer,"[""Nicholas Hoult"", ""Eleanor Tomlinson"", ""Ewan McGregor"", ""Stanley Tucci"", ""Ian McShane"", ""Eddie Marsan"", ""Ewen Bremner"", ""Warwick Davis"", ""Bill Nighy"", ""Ralph Brown""]",10,"[""Action"", ""Family"", ""Fantasy""]",Action,0,Released
64682,The Great Gatsby,105000000,351040419,143.0,2013-05-10,2013.0,5.0,2,4.0,61.196071,7.3,3769,en,Village Roadshow Pictures,Baz Luhrmann,"[""Leonardo DiCaprio"", ""Tobey Maguire"", ""Carey Mulligan"", ""Joel Edgerton"", ""Elizabeth Debicki"", ""Isla Fisher"", ""Jason Clarke"", ""Amitabh Bachchan"", ""Callan McAuliffe"", ""Adelaide Clemens""]",10,"[""Drama"", ""Romance""]",Drama,0,Released
9543,Prince of Persia: The Sands of Time,150000000,335154643,116.0,2010-05-19,2010.0,5.0,2,2.0,62.169881,6.2,2317,en,Walt Disney Pictures,Mike Newell,"[""Jake Gyllenhaal"", ""Gemma Arterton"", ""Ben Kingsley"", ""Alfred Molina"", ""Steve Toussaint"", ""Toby Kebbell"", ""Richard Coyle"", ""Ronald Pickup"", ""Reece Ritchie"", ""G\u00edsli \u00d6rn Gar\u00f0arsson""]",10,"[""Adventure"", ""Fantasy"", ""Action"", ""Romance""]",Adventure,0,Released
68726,Pacific Rim,180000000,407602906,131.0,2013-07-11,2013.0,7.0,3,3.0,56.523205,6.7,4794,en,Legendary Pictures,Guillermo del Toro,"[""Idris Elba"", ""Charlie Hunnam"", ""Charlie Day"", ""Ron Perlman"", ""Burn Gorman"", ""Rinko Kikuchi"", ""Max Martini"", ""Robert Maillet"", ""Robert Kazinsky"", ""Larry Joe Campbell""]",10,"[""Action"", ""Science Fiction"", ""Adventure""]",Action,0,Released
38356,Transformers: Dark of the Moon,195000000,1123746996,154.0,2011-06-28,2011.0,6.0,2,1.0,28.529607,6.1,3299,en,Paramount Pictures,Michael Bay,"[""Shia LaBeouf"", ""John Malkovich"", ""Ken Jeong"", ""Frances McDormand"", ""Josh Duhamel"", ""Tyrese Gibson"", ""Hugo Weaving"", ""Leonard Nimoy"", ""John Turturro"", ""Rosie Huntington-Whiteley""]",10,"[""Action"", ""Science Fiction"", ""Adventure""]",Action,0,Released
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122.0,2008-05-21,2008.0,5.0,2,2.0,75.674458,5.7,2495,en,Lucasfilm,Steven Spielberg,"[""Harrison Ford"", ""Cate Blanchett"", ""Shia LaBeouf"", ""Ray Winstone"", ""Karen Allen"", ""John Hurt"", ""Jim Broadbent"", ""Andrew Divoff"", ""Igor Jijikine"", ""Pavel Lychnikoff""]",10,"[""Adventure"", ""Action""]",Adventure,0,Released
105864,The Good Dinosaur,175000000,331926147,93.0,2015-11-14,2015.0,11.0,4,5.0,51.692953,6.6,1736,en,Walt Disney Pictures,Peter Sohn,"[""Raymond Ochoa"", ""Jack Bright"", ""Jeffrey Wright"", ""Frances McDormand"", ""Maleah Nipay-Padilla"", ""Ryan Teeple"", ""Jack McGraw"", ""Marcus Scribner"", ""Peter Sohn"", ""Steve Zahn""]",10,"[""Adventure"", ""Animation"", ""Family""]",Adventure,0,Released
62177,Brave,185000000,538983207,93.0,2012-06-21,2012.0,6.0,2,3.0,125.114374,6.7,4641,en,Walt Disney Pictures,Brenda Chapman,"[""Kelly Macdonald"", ""Julie Walters"", ""Billy Connolly"", ""Emma Thompson"", ""Kevin McKidd"", ""Craig Ferguson"", ""Robbie Coltrane"", ""Peigi Barker"", ""Steven Cree"", ""Steve Purcell""]",10,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Action"", ""Fantasy""]",Animation,0,Released
188927,Star Trek Beyond,185000000,343471816,122.0,2016-07-07,2016.0,7.0,3,3.0,65.352913,6.6,2568,en,Paramount Pictures,Justin Lin,"[""Chris Pine"", ""Zachary Quinto"", ""Karl Urban"", ""Simon Pegg"", ""Zoe Saldana"", ""John Cho"", ""Anton Yelchin"", ""Sofia Boutella"", ""Idris Elba"", ""Joe Taslim""]",10,"[""Action"", ""Adventure"", ""Science Fiction""]",Action,0,Released
10681,WALL·E,180000000,521311860,98.0,2008-06-22,2008.0,6.0,2,6.0,66.390712,7.8,6296,en,Walt Disney Pictures,Andrew Stanton,"[""Ben Burtt"", ""Elissa Knight"", ""Jeff Garlin"", ""Fred Willard"", ""John Ratzenberger"", ""Kathy Najimy"", ""Teresa Ganzel"", ""Laraine Newman"", ""MacInTalk"", ""Teddy Newton""]",10,"[""Animation"", ""Family""]",Animation,0,Released
